date,CVRoot,device_type,productid,product_name,app_category,country,state,city,IPregion,Market,language,user_age_group,install_hresult,purchase_hresult,install_success,payment_amount,session_duration,AppVersion,OSversion,hour,location_granularity,time_granularity,is_sensitive_app,has_payment,sensitive_count,risk_label,risk_score,group_size,uniqueness_score,rarity_score
01-04-2026,plFaS3yt1YwLB0M17zNSBp,mobile,PRO_020,productivity_app_020,productivity,DE,BW,MASKED,DE,DE,EN,50+,0x46d4be0,0x1e299f9,TRUE,0,2235,24022.1401.5.0,10.0.23907,0,1,1,0,0,0,0,0.3460805654661969,165270,6.050704907121679e-06,0.16527
01-04-2026,MYSX9p2KtZnLTScPzscre3,mobile,PRO_010,productivity_app_010,productivity,US,CA,MASKED,US,US,EN,26-35,0x2cbdaf8,0xcff37b,TRUE,0,1089,27031.1401.5.0,10.0.20834,0,1,1,0,0,0,0,0.3460805654661969,165270,6.050704907121679e-06,0.16527
01-04-2026,vUVyMPFWRGeoOanc7Dt0rH,tablet,HEA_018,health_app_018,health,DE,HH,MASKED,DE,DE,EN,26-35,0x328a794,0x32db35b,TRUE,0,1208,22764.1401.5.0,10.0.26997,0,1,1,1,0,1,0,0.3409001032344646,171106,5.844330415064346e-06,0.171106
01-04-2026,fQHPeNoykIoh3pSywjqKT2,mobile,HEA_007,health_app_007,health,IN,UP,MASKED,IN,IN,EN,18-25,0x52072e9,0x219242d,TRUE,0,1250,23359.1401.5.0,10.0.23162,0,1,1,1,0,1,0,0.3409001032344646,171106,5.844330415064346e-06,0.171106
01-04-2026,m3oRB5blGfz3ybKEV86Vrb,mobile,EDU_002,education_app_002,education,US,NY,MASKED,US,US,EN,26-35,0x52362fe,0x1150921,TRUE,0,2268,23138.1401.5.0,10.0.26935,0,1,1,0,0,0,0,0.4633267932116427,40005,2.4996875390576178e-05,0.040005
01-04-2026,OyRfIHwafkguwRSk9bDQmM,mobile,GAM_051,game_app_051,game,US,NY,MASKED,US,US,OTHER,26-35,0x52dd193,0x1c84937,FALSE,0,2875,21403.1401.5.0,10.0.26729,0,1,1,0,0,0,0,0.21944249382290226,327204,3.0561973570005257e-06,0.327204
01-04-2026,JNysttsRkSW9RKqnBloE88,mobile,FIN_011,finance_app_011,finance,CA,MB,MASKED,CA,CA,EN,26-35,0x350aa5f,0x62ca71,FALSE,0,2309,21597.1401.5.0,10.0.24826,0,1,1,1,0,1,0,0.42978510933920233,74715,1.3384193267750786e-05,0.074715
01-04-2026,k5s7ttcQmRsPfQlmZY5lAI,mobile,HEA_021,health_app_021,health,CA,BC,MASKED,CA,CA,OTHER,18-25,0x165c6d4,0x338442d,FALSE,50+,4885,25278.1401.5.0,10.0.21350,0,1,1,1,1,2,0,0.34086092808441015,171106,5.844330415064346e-06,0.171106
01-04-2026,tzeceeIscrGoHwP43zwITo,mobile,GAM_060,game_app_060,game,US,IL,MASKED,US,US,OTHER,26-35,0x1739949,0x1716218,TRUE,0,784,21141.1401.5.0,10.0.20479,0,1,1,0,0,0,0,0.21944249382290226,327204,3.0561973570005257e-06,0.327204
01-04-2026,mspQtZ2EYCQjtYRsqmXxpf,mobile,GAM_034,game_app_034,game,IN,GJ,MASKED,IN,IN,OTHER,18-25,0x4ade020,0x3609f8a,TRUE,0,2092,20609.1401.5.0,10.0.20868,0,1,1,0,0,0,0,0.21944249382290226,327204,3.0561973570005257e-06,0.327204
01-04-2026,MiwIofyMd1UAcyzMXxDPNK,desktop,FIN_016,finance_app_016,finance,US,WA,MASKED,US,US,OTHER,36-50,0x1327871,0x2e0951b,TRUE,0,268,25150.1401.5.0,10.0.27984,0,1,1,1,0,1,0,0.42978510933920233,74715,1.3384193267750786e-05,0.074715
01-04-2026,fvb66xylh1FaQmJNvLhRGU,desktop,SOC_028,social_app_028,social,US,WA,MASKED,US,US,EN,18-25,0xfe9d80,0xbdbede,TRUE,50+,4967,28069.1401.5.0,10.0.22415,0,1,1,0,1,1,0,0.2979802427237651,221700,4.510599909788002e-06,0.2217
01-04-2026,AsfFJbT3F4c6kJJ1lMb2zm,mobile,HEA_007,health_app_007,health,CA,MB,MASKED,CA,CA,EN,18-25,0x5e728ed,0xd5097f,TRUE,0,1258,24957.1401.5.0,10.0.25689,0,1,1,1,0,1,0,0.3409001032344646,171106,5.844330415064346e-06,0.171106
